Unit Type,Sub Unit,RS,Name,Model,SZ,MV,Arm,Thr,Str,S,M,L,E,OV,Point,Abilites
BattleMech,BattleMech,RS3060u,Sirocco,SRC-6C,4,3/5j,10,0,8,2,3,1,0,1,22,"ECM,C3S,MHQ1,SRCH,SOA,SEAL,ES"
Combat Vehicle,Wheeled,RS3039,Skulker Wheeled Scout Tank,(SRM),1,7w,2,0,1,1,1,0,0,0,3,"SRCH,EE,CT0.5"
Combat Vehicle,Wheeled,RS3039,Skulker Wheeled Scout Tank,(Standard),1,7w,2,0,1,1,1,0,0,0,3,"ENE,SRCH,EE,CT0.4"
Aerospace,Aerospace Fighter,RS3039,Slayer,SL-15,4,6a,8,1,4,4,4,0,0,0,13,"VSTOL,SPC,BOMB4"
Aerospace,Aerospace Fighter,RSUF,Slayer,SL-15 (Eric),4,6a,10,1,4,4,4,2,0,0,19,"VSTOL,SPC,BOMB4"
Aerospace,Aerospace Fighter,RS3039,Slayer,SL-15A,4,6a,8,1,4,4,5,1,0,0,14,"VSTOL,SPC,BOMB4"
Aerospace,Aerospace Fighter,RS3039,Slayer,SL-15B,4,6a,8,1,4,3,4,1,0,0,14,"VSTOL,SPC,BOMB4"
Aerospace,Aerospace Fighter,RS3039,Slayer,SL-15C,4,6a,8,1,4,4,4,0,0,0,13,"VSTOL,SPC,BOMB4"
Aerospace,Aerospace Fighter,RS3039,Slayer,SL-15K,4,6a,8,1,4,4,4,1,0,0,15,"VSTOL,SPC,BOMB4,FLK1/1/1"
Aerospace,Aerospace Fighter,RS3039,Slayer,SL-15R,4,6a,8,1,4,4,4,1,0,0,14,"VSTOL,SPC,BOMB4,FLK1/1/1"
BattleMech,BattleMech,RSOK,Sling,SL-1G,1,7/4j,2,,1,1,1,1,,0,6,"IF1,TAG,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSOK,Sling,SL-1H,1,7/4j,3,,1,2,2,0,,0,7,"ENE,TAG,SRCH,SOA,SEAL,ES"
Infantry,Battle Armor,RS3058Uu,Sloth Battle Armor,(Standard),1,3,1,0,2,2,0,0,0,0,2,"CAR4,MDS4"
Combat Vehicle,Hover,RS3075u,SM1 Tank Destroyer,SM1,2,8h,5,0,3,3,3,0,0,0,16,"TUR(1/0/0),CASE,SRCH"
Combat Vehicle,Hover,RS3075u,SM1A Tank Destroyer,SM1A,2,8h,5,0,3,2,2,0,0,0,12,"FLK1/1/0,TUR(1/0/0),CASE,RCN,LPRB,SRCH"
Combat Vehicle,Hover,RS3075u,SM3 Tank Destroyer,SM3,2,8h,5,0,3,3,3,2,0,0,16,"TUR(1/0/0),CASE,SRCH"
BattleMech,BattleMech,RS3055Uu,Snake,SNK-1V,2,5j,4,0,2,2,2,1,0,0,10,"FLK1/1/1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSUM,Snake,SNK-1V (Alexi),2,5j,5,0,2,3,3,2,0,0,13,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Snake,SNK-2B,2,5j,4,0,2,2,2,1,0,0,11,"FLK1/1/1,CASE,ECM,STL,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Snow Fox,2,1,10,2,0,2,1,1,1,0,0,6,"IF1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Snow Fox,3,1,9,2,0,1,2,2,1,0,0,9,"CASE,ECM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Snow Fox,(Standard),1,10,2,0,2,2,2,0,0,0,8,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,,Solitaire,(Standard),1,10,3,0,1,3,3,0,0,1,13,"ENE,SRCH,SOA,SEAL,ES"
IndustrialMech,IndustrialMech,HBMPS,Space Hound ProspectorMech,AM-PRM-SH1,2,4/1j,3,0,3,1,0,0,0,0,5,"ENE,MEL,ENG,SRCH,SEAL"
Aerospace,Aerospace Fighter,RS3050U-C,Spad,SPD-502,1,7a,4,1,4,2,2,1,0,0,8,"VSTOL,SPC,BOMB2,PNT1"
Aerospace,Aerospace Fighter,RS3050U-C,Spad,SPD-503,1,7a,5,1,4,3,3,0,0,0,8,"VSTOL,SPC,BOMB2"
Aerospace,Aerospace Fighter,RS3050U-C,Spad,SPD-504,1,7a,5,1,4,2,3,2,0,0,11,"VSTOL,SPC,BOMB2,PNT1"
Aerospace,Aerospace Fighter,RS3039,Sparrowhawk,SPR-6D,1,10a,5,1,5,2,2,0,0,0,7,"VSTOL,SPC,BOMB2,PNT1"
Aerospace,Aerospace Fighter,RS3039,Sparrowhawk,SPR-7D,1,10a,5,1,5,3,3,0,0,0,10,"VSTOL,SPC,BOMB2"
Aerospace,Aerospace Fighter,RS3039,Sparrowhawk,SPR-8H,1,10a,4,1,5,1,1,0,0,0,5,"VSTOL,SPC,BOMB2,PNT1"
Aerospace,Aerospace Fighter,RS3039,Sparrowhawk,SPR-H5,1,10a,4,1,5,2,1,0,0,0,6,"VSTOL,SPC,BOMB2,PNT1"
Aerospace,Aerospace Fighter,RS3039,Sparrowhawk,SPR-H5K,1,10a,4,1,5,2,0,0,0,0,5,"VSTOL,SPC,BOMB2,PNT2"
BattleMech,BattleMech,RS3058Uu,Spartan,SPT-N1,4,5,7,0,4,2,2,1,0,2,15,"TAG,AMS,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Spartan,SPT-N2,4,5,7,0,4,4,4,1,0,0,16,"TAG,AMS,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Spartan,SPT-N3,4,5,7,0,4,4,4,1,0,0,16,"TAG,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Spartan,SPT-NF,4,5,7,0,4,4,4,1,0,0,16,"CASE,AMS,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Spatha,SP1-X,3,6,6,0,2,2,2,1,0,1,23,"TSM,MEL,AMS,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Spector,SPR-4F,1,7j,4,0,2,2,2,0,0,0,13,"ENE,ECM,STL,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Spector,SPR-5F,1,7j,4,0,2,3,2,0,0,0,12,"ENE,ECM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Spector,SPR-5S,1,7j,4,0,2,2,2,0,0,0,12,"ENE,ECM,STL,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Spector,SPR-ST,1,9,4,0,2,2,2,1,0,0,15,"ENE,ECM,STL,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3039,Spider,SDR-5D,1,8j,2,0,3,1,1,0,0,0,5,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3039,Spider,SDR-5K,1,8/4j,2,0,3,1,1,0,0,0,5,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3039,Spider,SDR-5V,1,8j,2,0,3,1,1,0,0,0,6,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-I,Spider,SDR-7K,1,8j,3,0,2,2,2,0,0,0,8,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-I,Spider,SDR-7K2,1,8/5j,3,0,2,1,1,1,0,0,9,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-I,Spider,SDR-7KC,1,8j,3,0,2,1,1,1,0,0,7,"ENE,C3S,MHQ1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-I,Spider,SDR-7M,1,8j,2,0,3,2,2,0,0,0,6,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-I,Spider,SDR-8M,1,8j,2,0,3,2,2,0,0,0,6,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-I,Spider,SDR-C,1,8j,2,0,3,2,2,0,0,0,6,"ENE,C3S,MHQ1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,,Spirit,(Standard),1,7,4,0,2,4,3,2,0,1,17,"IF1,CASE,ECM,SRCH,SOA,SEAL,ES"
Combat Vehicle,VTOL,RS3058Uu,Sprint Scout Helicopter,(C3),1,13v,1,0,1,0,0,0,0,0,1,"ENE,PRB,RCN,C3S,MHQ1,SRCH,ATMO"
Combat Vehicle,VTOL,RS3058Uu,Sprint Scout Helicopter,(C3i),1,13v,1,0,1,0,0,0,0,0,1,"ENE,C3I,MHQ2,SRCH,ATMO"
Combat Vehicle,VTOL,RS3058Uu,Sprint Scout Helicopter,(Laser),1,13v,1,0,1,1,1,0,0,0,2,"ENE,PRB,RCN,SRCH,ATMO"
Combat Vehicle,VTOL,RS3058Uu,Sprint Scout Helicopter,(Standard),1,13v,1,0,1,0,0,0,0,0,1,"ENE,PRB,RCN,TAG,SRCH,ATMO"
Combat Vehicle,VTOL,RS3058Uu,Sprint Scout Helicopter,(Troop Transport),1,13v,1,0,1,0,0,0,0,0,1,"ENE,IT2,SRCH,ATMO"
Combat Vehicle,Tracked,RS3058Uu,SRM Carrier,(3054 Upgrade),3,3t,2,0,3,0,0,0,0,0,8,"SRM5/5/0,SNARC,SRCH,EE"
Combat Vehicle,Tracked,RS3058Uu,SRM Carrier,(C3S),3,3t,3,0,3,0,0,0,0,0,9,"SRM5/5/0,ECM,C3S,MHQ1,SRCH,EE"
Combat Vehicle,Tracked,RS3039,SRM Carrier,(Standard),3,3t,2,0,3,0,0,0,0,0,8,"SRM6/6/0,SRCH,EE"
Combat Vehicle,Tracked,RS3058Uu,SRM Carrier,(WoB),3,4t,2,0,3,0,0,0,0,0,10,"TUR(6/6/0),ECM,TAG,C3I,MHQ2,SRCH"
BattleMech,BattleMech,JSBD,Stag,ST-14G,2,8,5,0,2,2,2,1,0,0,14,"SRM 1/1/0,CASE,PRB,RCN,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,JSBD,Stag II,ST-24G,2,7,4,0,2,4,3,1,0,1,16,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3039,Stalker,STK-3F,4,3,7,0,7,3,4,1,0,3,16,"IF1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSOK,Stalker,STK-3Fb,4,3,8,,7,5,6,4,,0,20,"IF2,CASE,ECM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3039,Stalker,STK-3H,4,3,7,0,7,2,2,0,0,2,16,"SRM 1/1/0,LRM 1/1/1,IF1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3039,Stalker,STK-4N,4,3,7,0,7,3,3,1,0,3,16,"SRM 1/1/0,IF1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-I,Stalker,STK-5M,4,3,8,0,7,3,3,1,0,0,17,"SRM 2/2/0,LRM 1/1/1,IF1,SNARC,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-I,Stalker,STK-5S,4,3,7,0,4,3,3,1,0,4,14,"IF1,CASE,AMS,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,,Stalker,STK-6M,4,3,9,0,7,4,5,3,0,1,20,"IF2,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-I,Stalker,STK-7D,4,3,7,0,7,5,5,2,0,2,19,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-I,Stalker,STK-8S,4,3,7,0,5,4,5,2,0,2,20,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Stalking Spider,2,2,6/5j,5,0,4,3,3,0,0,1,21,"ENE,PRB,RCN,TAG,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Stalking Spider,3,2,5/8j,6,0,4,4,3,0,0,0,16,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Stalking Spider,(Standard),2,6/5j,5,0,4,4,4,2,0,1,22,"CASE,SRCH,SOA,SEAL,ES"
Infantry,Battle Armor,RS 3075,Standard,(CS-Flamer),1,3j,2,,2,1,0,0,0,0,3,"MEC,CAR6,AM,HT1"
Infantry,Battle Armor,RS 3075,Standard,(CS-Laser),1,3j,2,,2,2,0,0,0,0,4,"MEC,CAR6,AM"
Infantry,Battle Armor,RS 3075,Standard,(CS-MG),1,3j,2,,2,1,0,0,0,0,3,"MEC,CAR6,AM"
Infantry,Battle Armor,RS 3075,Standard,(CS-SRM),1,3j,2,,2,1,1,0,0,0,4,"MEC,CAR6,AM"
Aerospace,Aerospace Fighter,,Starfire,SF-1X,2,7a,4,1,4,3,3,1,0,0,--,"VSTOL,SPC,BOMB3,PNT1"
BattleMech,BattleMech,RS3058Uu,Starslayer,STY-2C,2,5j,4,0,4,3,3,0,0,1,14,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Starslayer,STY-3C,2,5j,6,0,4,3,3,0,0,1,15,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Starslayer,STY-3D,2,5j,6,0,4,3,3,1,0,0,16,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Stealth,STH-1D,2,9/7j,5,0,2,3,3,0,0,0,12,"PRB,RCN,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSUM,Stealth,STH-1D (Anna),2,9/7j,5,0,2,3,3,0,0,1,15,"ENE,PRB,RCN,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Stealth,STH-2D,2,9/7j,5,0,2,3,3,0,0,0,15,"PRB,RCN,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Stealth,STH-2D1,2,9/7j,5,0,2,3,3,0,0,0,13,"PRB,RCN,C3S,MHQ1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Stealth,STH-2D2,2,9/7j,5,0,2,3,3,0,0,0,13,"PRB,RCN,TAG,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Stealth,STH-3S,2,9/7j,5,0,2,1,1,1,0,0,16,"ENE,ECM,STL,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,,Stiletto,STO-4A,1,8,4,0,2,1,2,1,0,0,9,"CASE,ECM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,,Stiletto,STO-4B,1,8,3,0,2,2,2,1,0,0,12,"ENE,ECM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Stinger,STG-3G,1,6j,2,0,2,1,1,0,0,0,5,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSOK,Stinger,STG-3Gb,1,7j,2,,1,2,2,0,,0,7,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Stinger,STG-3P,1,6j,2,0,2,1,1,1,0,0,5,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Stinger,STG-3R,1,6j,2,0,2,1,1,0,0,0,4,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Stinger,STG-5M,1,6j,2,0,2,1,1,0,0,0,4,"AMS,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Stinger,STG-5R,1,6j,2,0,2,1,1,0,0,0,5,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Stinger,STG-5T,1,6j,2,0,1,1,1,1,0,0,3,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Stinger,STG-6L,1,8,2,0,2,1,1,0,0,0,7,"ENE,ECM,STL,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Stinger,STG-6S,1,9/7j,2,0,1,1,1,0,0,0,5,"SRCH,SOA,SEAL,ES"
Aerospace,Aerospace Fighter,RS3039,Stingray,F-90,3,6a,6,1,3,3,3,1,0,1,13,"VSTOL,SPC,BOMB3"
Aerospace,Aerospace Fighter,RS3039,Stingray,F-90S,3,6a,6,1,3,3,4,1,0,0,11,"VSTOL,SPC,BOMB3"
Aerospace,Aerospace Fighter,RS3039,Stingray,F-92,3,6a,6,1,3,4,4,3,0,0,15,"VSTOL,SPC,BOMB3"
Aerospace,Aerospace Fighter,RSUF,Stingray,F-92 (Michael),3,6a,8,1,3,5,5,0,0,1,15,"VSTOL,SPC,BOMB3"
Aerospace,Aerospace Fighter,RS3039,Stingray,F-94,3,6a,6,1,3,3,3,2,0,1,13,"VSTOL,SPC,BOMB3"
Aerospace,Aerospace Fighter,RS3039,Stingray,F-95,3,6a,7,1,3,3,4,4,0,0,16,"VSTOL,SPC,BOMB3"
BattleMech,OmniMech,RS3060u,Stooping Hawk,A,2,5j,6,0,5,3,3,3,0,0,23,"ENE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3060u,Stooping Hawk,B,2,5,6,0,5,4,4,4,0,1,21,"IF3,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3060u,Stooping Hawk,C,2,5j,6,0,5,4,4,3,0,0,24,"ENE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3060u,Stooping Hawk,D,2,5,6,0,5,6,6,1,0,0,18,"ENE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3060u,Stooping Hawk,E,2,5,6,0,5,4,4,2,0,0,17,"FLK1/1/1,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3060u,Stooping Hawk,F,2,5/8j,6,0,5,4,4,0,0,2,20,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3060u,Stooping Hawk,G,2,5,6,0,5,4,4,0,0,0,17,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3060u,Stooping Hawk,Prime,2,5j,6,0,5,4,4,2,0,1,22,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Strider,SR1-O,2,6,4,0,3,3,2,0,0,0,9,"CASE,PRB,RCN,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Strider,SR1-OA,2,6,4,0,3,1,0,0,0,0,7,"CASE,PRB,RCN,OMNI,TAG,SNARC,C3S,MHQ1,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Strider,SR1-OB,2,6,4,0,3,0,0,0,0,0,9,"LRM 1/1/1,IF1,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Strider,SR1-OC,2,6,4,0,3,2,2,1,0,0,9,"IF1,CASE,OMNI,C3S,MHQ1,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Strider,SR1-OD,2,6,4,0,3,3,2,0,0,1,9,"CASE,PRB,RCN,OMNI,TAG,C3S,MHQ1,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Strider,SR1-OE,2,6,4,0,3,3,3,0,0,0,10,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Strider,SR1-OF,2,6j,4,0,3,2,2,0,0,1,10,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Strider,"SR1-OF "Grand Jenner"",2,6j,4,0,3,2,2,0,0,1,10,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Strider,SR1-OG,2,6,4,0,3,4,3,2,0,0,9,"IF1,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Strider,SR1-OR,2,6,4,0,3,3,3,0,0,1,13,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Strider,SR1-OX,2,6,4,0,3,2,2,1,0,0,9,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Striker,STC-2C,4,4,7,0,6,2,3,1,0,1,15,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Striker,STC-2D,4,4,8,0,6,3,3,2,0,1,16,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Striker,STC-2S,4,4,7,0,6,3,3,1,0,1,15,"SRCH,SOA,SEAL,ES"
Combat Vehicle,Wheeled,RS3058Uu,Striker Light Tank,(3053 Upgrade),1,5w,4,0,2,0,0,0,0,0,7,"TUR(2/2/1,IF1),SRCH"
Combat Vehicle,Wheeled,RS3058Uu,Striker Light Tank,(C3),1,5w,4,0,2,0,0,0,0,0,8,"TUR(2/2/2,IF1),ECM,C3S,MHQ1,SRCH"
Combat Vehicle,Wheeled,RS3058Uu,Striker Light Tank,(Laser),1,5w,4,0,2,0,0,0,0,0,9,"TUR(2/3/2,IF1),ECM,SRCH"
Combat Vehicle,Wheeled,RS3039,Striker Light Tank,(LRM),1,5w,3,0,2,0,0,0,0,0,6,"TUR(1/1/1,IF1),SRCH,EE"
Combat Vehicle,Wheeled,RS3058Uu,Striker Light Tank,(Narc),1,5w,4,0,2,0,0,0,0,0,6,"TUR(1/1/1,IF1),SNARC,SRCH"
Combat Vehicle,Wheeled,RS3039,Striker Light Tank,(SRM),1,5w,3,0,2,0,0,0,0,0,--,"TUR(2/2/1,IF1),SRCH,EE"
Combat Vehicle,Wheeled,RS3039,Striker Light Tank,(Standard),1,5w,3,0,2,0,0,0,0,0,6,"TUR(2/2/1,IF1),SRCH,EE"
Aerospace,Aerospace Fighter,RS3039,Stuka,STU-D6,4,5a,8,1,5,6,7,2,0,1,23,"VSTOL,SPC,BOMB4"
Aerospace,Aerospace Fighter,RS3039,Stuka,STU-D7,4,5,8,1,5,7,8,2,0,3,26,"VSTOL,SPC,BOMB4"
Aerospace,Aerospace Fighter,RS3039,Stuka,STU-K10,4,5a,8,1,5,5,4,2,0,1,18,"VSTOL,SPC,BOMB4,PNT2"
Aerospace,Aerospace Fighter,RS3039,Stuka,STU-K15,4,5a,6,1,5,5,4,1,0,2,17,"VSTOL,SPC,BOMB4,PNT2"
Aerospace,Aerospace Fighter,RS3039,Stuka,STU-K5,4,5a,8,1,5,4,5,1,0,1,18,"VSTOL,SPC,BOMB4"
Combat Vehicle,Tracked,,Sturmfeur Heavy Tank,(Heavy Gauss),4,3t,10,0,5,2,2,1,0,0,17,"TUR(1/2/1,IF1),SRCH"
Combat Vehicle,Tracked,RS3039,Sturmfeur Heavy Tank,(SRM),4,3t,10,0,5,0,0,0,0,0,--,"LRM1/1/1,IF1,TUR(1/0/0,SRM2/2/0),SRCH,EE"
Combat Vehicle,Tracked,RS3039,Sturmfeur Heavy Tank,(Standard),4,3t,10,0,5,1,1,1,0,0,14,"IF1,TUR(1/1/1,IF1),SRCH,EE"
Combat Vehicle,Hover,,Stygian Strike Tank,(Armor),2,8h,4,0,2,1,1,0,0,0,10,"TUR(1/1/1,IF1),SRCH"
Combat Vehicle,Hover,,Stygian Strike Tank,(Standard),2,9h,3,0,2,1,1,0,0,0,--,"TUR(1/1/1,IF1),SRCH"
Aerospace,OmniFighter,RS3055Uu,Sulla,A,2,9a,5,1,5,4,4,3,1,0,19,"VSTOL,SPC,BOMB2,PNT1"
Aerospace,OmniFighter,RS3055Uu,Sulla,B,2,9a,5,1,5,4,4,4,0,0,18,"VSTOL,SPC,BOMB2,PNT1"
Aerospace,OmniFighter,RS3055Uu,Sulla,C,2,9a,5,1,5,4,4,3,0,0,25,"VSTOL,SPC,BOMB2,PNT1"
Aerospace,OmniFighter,RS3055Uu,Sulla,D,2,9a,5,1,5,5,5,0,0,0,18,"VSTOL,SPC,BOMB2,PNT1"
Aerospace,OmniFighter,RS3055Uu,Sulla,Prime,2,9a,5,1,5,3,3,3,2,1,25,"VSTOL,SPC,BOMB2,PNT1"
BattleMech,BattleMech,RS3075u,Sun Cobra,(Standard),2,4,4,0,3,3,4,4,0,0,17,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Sunder,SD1-O,4,4,9,0,4,3,3,0,0,0,17,"SRM 2/2/0,AC2/2/0,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Sunder,SD1-O Samual,4,4,9,0,4,4,1,1,0,0,16,"SRM 2/2/0,HT1,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Sunder,SD1-OA,4,4,9,0,4,5,5,4,0,0,20,"IF1,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Sunder,SD1-OB,4,4,9,0,4,3,3,0,0,0,16,"LRM 1/2/2,IF2,OMNI,C3M2,MHQ10,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Sunder,SD1-OC,4,4,9,0,4,7,7,0,0,0,17,"OMNI,C3S,MHQ1,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Sunder,SD1-OD,4,4/2j,9,0,4,3,4,2,0,0,19,"FLK1/1/0,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Sunder,SD1-OE,4,4,9,0,4,6,5,1,0,0,19,"FLK1/1/1,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Sunder,SD1-OR,4,4,9,0,4,5,5,1,0,3,25,"OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Sunder,SD1-OX,4,4,9,0,4,4,5,3,0,0,18,"OMNI,C3S,MHQ1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Supernova,2,4,3j,9,0,7,8,6,4,0,2,27,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Supernova,3,4,3j,9,0,7,6,6,5,0,2,34,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Supernova,4,4,3j,9,0,7,5,5,3,0,4,32,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Supernova,(Standard),4,3j,8,0,7,5,5,5,0,1,28,"ENE,SRCH,SOA,SEAL,ES"
Combat Vehicle,Hover,RS3060u,Svantovit Infantry Fighting Vehicle,"(ATM) "Masada"",1,11h,2,,2,0,0,0,,,10,"TUR(3/2/1),CASE,IT5,SRCH"
Combat Vehicle,Hover,RS3060u,Svantovit Infantry Fighting Vehicle,(Original),1,10h,2,0,2,1,1,1,0,0,9,"IF1,TUR(2/2/0),CASE,IT3,SRCH"
Combat Vehicle,Hover,RS3060u,Svantovit Infantry Fighting Vehicle,(Standard),1,10h,2,0,2,1,1,1,0,0,7,"IF1,TUR(1/1/0),CASE,IT5,SRCH"
Aerospace,Aerospace Fighter,RS3050U-C,Swift,C,1,13a,1,1,7,2,2,0,0,0,6,"VSTOL,SPC,BOMB2,PNT1"
Aerospace,Aerospace Fighter,RS3050U-C,Swift,SWF-606,1,13a,1,1,7,1,1,0,0,0,3,"VSTOL,SPC,BOMB2,PNT1"
Combat Vehicle,Wheeled,RS3039,Swift Wind Scout Car,(ICE),1,10w,1,0,1,0,0,0,0,0,1,"ENE,RCN,MHQ2,SRCH,EE"
Combat Vehicle,Wheeled,RS3039,Swift Wind Scout Car,(Standard),1,10w,1,0,1,0,0,0,0,0,1,"ENE,RCN,MHQ2,SRCH,CT0.5"
Infantry,Battle Armor,RS3058Uu,Sylph Battle Armor,(Standard),1,5v,1,0,2,2,0,0,0,0,4,"MEC,CAR5,AM"
Infantry,Battle Armor,RS3058Uu,Sylph Battle Armor,(Upgrade),1,5v,1,0,2,2,0,0,0,0,3,"MEC,CAR5,AM,BOMB1"
