Faction	Unit Type	Name	BV2	Tonnage	Cost	Rules Level	Tech Base	Source	Date	Era	BV1 (base)	BV1 (C3)	BV1 (total)
SLDF 3061	BattleMech	Owens OW-1	TBD	35	7545377	Tournament	IS/Level 2	3055/3058	3056	Present	695	57	752
SLDF 3061	BattleMech	Owens OW-1A	TBD	35	7385909	Tournament	IS/Level 2	3055/3058	3056	Present	551	32	583
SLDF 3061	BattleMech	Owens OW-1B	TBD	35	7713284	Tournament	IS/Level 2	3055/3058	3056	Present	629	41	670
SLDF 3061	BattleMech	Owens OW-1C	TBD	35	7591784	Tournament	IS/Level 2	3055/3058	3056	Present	729	79	808
SLDF 3061	BattleMech	Owens OW-1D	TBD	35	7613721	Tournament	IS/Level 2	3055/3058	3056	Present	526	28	554
SLDF 3061	BattleMech	Owens OW-1E	TBD	35	7887096	Tournament	IS/Level 2	3060	3060	Present	654	56	710
SLDF 3061	BattleMech	Pack Hunter	TBD	30	3206840	Tournament	Clan/Level 2	3060	3059	Present	1384	0	1384
SLDF 3061	BattleMech	Panther PNT-C	TBD	35	3082411	Tournament	IS/Level 2	3060	3060	Present	696	94	790
SLDF 3061	BattleMech	Penetrator PTR-6M	TBD	75	7453250	Tournament	IS/Level 2	3060	3060	Present	1459	0	1459
SLDF 3061	BattleMech	Quickdraw QKD-C	TBD	60	6052160	Tournament	IS/Level 2	3060	3060	Present	1124	86	1210
SLDF 3061	BattleMech	Raptor RTX1-O	TBD	25	3917449	Tournament	IS/Level 2	3055/3058	3052	Present	655	0	655
SLDF 3061	BattleMech	Raptor RTX1-OA	TBD	25	3918622	Tournament	IS/Level 2	3055/3058	3052	Present	702	0	702
SLDF 3061	BattleMech	Raptor RTX1-OB	TBD	25	4030340	Tournament	IS/Level 2	3055/3058	3052	Present	533	0	533
SLDF 3061	BattleMech	Raptor RTX1-OC	TBD	25	4156512	Tournament	IS/Level 2	3055/3058	3052	Present	780	0	780
SLDF 3061	BattleMech	Raptor RTX1-OD	TBD	25	4228387	Tournament	IS/Level 2	3055/3058	3052	Present	428	45	473
SLDF 3061	BattleMech	Raptor RTX1-OE	TBD	25	3820964	Tournament	IS/Level 2	DCMS	3058	Present	517	0	517
SLDF 3061	BattleMech	Raptor RTX1-OF	TBD	25	4589324	Tournament	IS/Level 2	3060	3060	Present	959	0	959
SLDF 3061	BattleMech	Shootist ST-8A	TBD	70	6555229	Tournament	IS/Level 2	3055/3058	2750*	Present	1277	0	1277
SLDF 3061	BattleMech	Shugenja SJA-7D	TBD	75	17745000	Tournament	IS/Level 2	3060	3060	Present	1274	226	1500
SLDF 3061	BattleMech	Sirocco SRC-5C	TBD	95	10132200	Tournament	IS/Level 2	3060	3059	Present	1884	0	1884
SLDF 3061	BattleMech	Spider SDR-C	TBD	30	3414840	Tournament	IS/Level 2	3060	3060	Present	500	33	533
SLDF 3061	BattleMech	Strider SR1-O	TBD	40	4732439	Tournament	IS/Level 2	3055/3058	3058	Present	738	0	738
SLDF 3061	BattleMech	Strider SR1-OA	TBD	40	4809439	Tournament	IS/Level 2	3055/3058	3058	Present	613	28	641
SLDF 3061	BattleMech	Strider SR1-OB	TBD	40	4348750	Tournament	IS/Level 2	3055/3058	3058	Present	798	0	798
SLDF 3061	BattleMech	Strider SR1-OC	TBD	40	4716250	Tournament	IS/Level 2	3055/3058	3058	Present	759	75	834
SLDF 3061	BattleMech	Strider SR1-OD	TBD	40	4795439	Tournament	IS/Level 2	3055/3058	3058	Present	713	61	774
SLDF 3061	BattleMech	Strider SR1-OE	TBD	40	4572750	Tournament	IS/Level 2	DCMS	3058	Present	864	0	864
SLDF 3061	BattleMech	Strider SR1-OF	TBD	40	4947250	Tournament	IS/Level 2	3060	3060	Present	878	0	878
SLDF 3061	BattleMech	Supernova	TBD	90	9346100	Tournament	Clan/Level 2	3055/3058	2950*	Present	2508	0	2508
SLDF 3061	BattleMech	Tai-sho TSH-7S	TBD	85	13738100	Tournament	IS/Level 2	3060	3060	Present	1518	249	1767
SLDF 3061	BattleMech	Templar TLR1-O	TBD	85	25338449	Tournament	IS/Level 2	AFFS	3062	Present	1770	0	1770
SLDF 3061	BattleMech	Templar TLR1-OA	TBD	85	26270387	Tournament	IS/Level 2	AFFS	3062	Present	2047	0	2047
SLDF 3061	BattleMech	Templar TLR1-OB	TBD	85	25484137	Tournament	IS/Level 2	AFFS	3062	Present	1451	0	1451
SLDF 3061	BattleMech	Templar TLR1-OC	TBD	85	26871637	Tournament	IS/Level 2	3067	3067	Present	1726	0	1726
SLDF 3061	BattleMech	Tessen TSN-1C	TBD	50	10824000	Tournament	IS/Level 2	Comstar	3062	Present	989	123	1112
SLDF 3061	BattleMech	Thanatos THS-4S	TBD	75	19339250	Tournament	IS/Level 2	Upgrades 	3061	Present	1639	156	1795
SLDF 3061	BattleMech	Thunderbolt TDR-10SE	TBD	65	7921761	Tournament	IS/Level 2	3067	3067	Present	1630	0	1630
SLDF 3061	BattleMech	Valkyrie VLK-QD1	TBD	30	3907020	Tournament	IS/Level 2	3067	3067	Present	835	0	835
SLDF 3061	BattleMech	Viking VKG-2F	TBD	90	9828700	Tournament	IS/Level 2	3060	3060	Present	1749	0	1749
SLDF 3061	BattleMech	Warhammer WHM-8D	TBD	70	7500684	Tournament	IS/Level 2	3067	3066	Present	1396	247	1643
SLDF 3061	BattleMech	Wolverine WVR-8C	TBD	55	10568106	Tournament	IS/Level 2	3067	3067	Present	1356	125	1481
SLDF 3061	BattleMech	Yeoman YMN-6Y	TBD	60	5696000	Tournament	IS/Level 2	3060	3060	Present	1222	0	1222
SLDF 3061	Dropship	Conquistador	TBD	17400	1680732000	Tournament	IS/Level 2	RS:AT2	3063	Present	22379	0	22379
SLDF 3061	Dropship	Nekohono'o	TBD	16000	933564800	Tournament	IS/Level 2	RS:AT2	3065	Present	27193	0	27193
SLDF 3061	Dropship	Okinawa	TBD	4500	292839120	Tournament	IS/Level 2	RS:AT2	3055	Present	3571	0	3571
SLDF 3061	Dropship	Overlord-A3	TBD	9700	790021120	Tournament	IS/Level 2	RS:AT2	3058	Present	21988	0	21988
SLDF 3061	Infantry	Gray Death Light Scout Armor Squad	TBD	4	2080000	Tournament	IS/Level 2	RS3058U	3051	Present	74	0	74
SLDF 3061	Infantry	Nighthawk PA(L) BA Squad	TBD	4	1780000	Tournament	IS/Level 2	CE	3065	Present	36	0	36
SLDF 3061	Vehicle	Ajax A	TBD	90	19633531	Tournament	IS/Level 2	3067	3065	Present	1409	265	1674
SLDF 3061	Vehicle	Ajax Assault Tank	TBD	90	19195938	Tournament	IS/Level 2	3067	3065	Present	1210	255	1465
SLDF 3061	Vehicle	Ajax B	TBD	90	23174062	Tournament	IS/Level 2	3067	3065	Present	1081	233	1314
SLDF 3061	Vehicle	Alacorn Mk VII Heavy Tank	TBD	95	17160000	Tournament	IS/Level 2	Upgrades	3062	Present	1527	0	1527
SLDF 3061	Vehicle	Chaparral	TBD	50	2195500	Advanced	IS/Level 2	3050	2611	Present	466	0	466
SLDF 3061	Vehicle	Fury	TBD	80	4183500	Tournament	IS/Level 2	3050	2637	Present	692	0	692
SLDF 3061	Vehicle	Goblin Medium Tank	TBD	45	607550	Tournament	IS/Level 1	3025/3026	2750*	Present	280	0	280
SLDF 3061	Vehicle	Manteuffel A	TBD	70	16675052	Tournament	IS/Level 2	3067	3065	Present	987	137	1124
SLDF 3061	Vehicle	Manteuffel Attack Tank	TBD	70	16865771	Tournament	IS/Level 2	3067	3065	Present	1017	152	1169
SLDF 3061	Vehicle	Manteuffel B	TBD	70	16058802	Tournament	IS/Level 2	3067	3065	Present	1028	0	1028
SLDF 3061	Vehicle	Maxim Heavy Hover Transport (3058)	TBD	50	1558000	Tournament	IS/Level 2	3055/3058	3050	3050	548	0	548
SLDF 3061	Vehicle	Minion Advanced Tactical Vehicle	TBD	20	870333	Tournament	IS/Level 2	3067	3063	Present	285	34	319
SLDF 3061	Vehicle	Morningstar City Command Vehicle	TBD	60	8353150	Tournament	IS/Level 2	3067	3063	Present	412	57	469
SLDF 3061	Vehicle	Musketeer Hover Tank	TBD	50	1846667	Tournament	IS/Level 2	3067	3065	Present	834	0	834
SLDF 3061	Vehicle	Padilla Heavy Artillery Tank	TBD	75	14794500	Advanced	IS/Level 2	3055/3058	2620	Present	621	0	621
SLDF 3061	Vehicle	Patton (Ultra Variant)	TBD	65	3210350	Tournament	IS/Level 2	Upgrades	3060	Present	739	0	739
SLDF 3061	Vehicle	Regulator Hovertank	TBD	45	2161250	Tournament	IS/Level 2	3055/3058	3055	Present	954	0	954
SLDF 3061	Vehicle	Rommel (Gauss Variant)	TBD	65	3122075	Tournament	IS/Level 2	Upgrades	3050	Present	768	0	768
SLDF 3061	Vehicle	Schiltron	TBD	80	10959666	Tournament	IS/Level 2	3060	3058	Present	776	45	821
SLDF 3061	Vehicle	Schiltron A	TBD	80	10763666	Tournament	IS/Level 2	3060	3058	Present	1088	241	1329
SLDF 3061	Vehicle	Schiltron B	TBD	80	11712166	Tournament	IS/Level 2	3060	3058	Present	1071	251	1322
SLDF 3061	Vehicle	Schiltron C	TBD	80	10034266	Tournament	IS/Level 2	3060	3058	Present	714	174	888
SLDF 3061	Vehicle	SturmFeur Heavy Tank	TBD	85	2395288	Tournament	IS/Level 1	3025/3026	3018	Present	763	0	763
SLDF 3061	Vehicle	Tokugawa Heavy Tank	TBD	60	2504450	Tournament	IS/Level 2	3055/3058	3053	Present	586	0	586
SLDF 3061	Vehicle	Zephyr	TBD	40	2323950	Tournament	IS/Level 2	3050	2620	Present	630	0	630
Snow Raven	Aerospace Fighter	Chaeronea 3	TBD	25	3244331	Tournament	Clan/Level 2	RS:AT2	2950*	2950	1488	0	1488
Snow Raven	Aerospace Fighter	Corax CRX-O	TBD	30	4120306	Tournament	IS/Level 2	RS:AT2	3067	Present	869	0	869
Snow Raven	Aerospace Fighter	Corax CRX-OA	TBD	30	4171338	Tournament	IS/Level 2	RS:AT2	3067	Present	689	0	689
Snow Raven	Aerospace Fighter	Corax CRX-OB	TBD	30	4188588	Tournament	IS/Level 2	RS:AT2	3067	Present	1016	0	1016
Snow Raven	Aerospace Fighter	Corax CRX-OC	TBD	30	3947806	Tournament	IS/Level 2	RS:AT2	3067	Present	668	0	668
Snow Raven	Aerospace Fighter	Issus 2	TBD	40	2993340	Tournament	Clan/Level 2	RS:AT2	3060	Present	1418	0	1418
Snow Raven	BattleMech	Cauldron-Born A	TBD	65	18614753	Tournament	Clan/Level 2	3055/3058	2950*	2950	1860	0	1860
Snow Raven	BattleMech	Cauldron-Born B	TBD	65	18756034	Tournament	Clan/Level 2	3055/3058	2950*	2950	2048	0	2048
Snow Raven	BattleMech	Cauldron-Born C	TBD	65	18013534	Tournament	Clan/Level 2	3055/3058	2950*	2950	1666	0	1666
Snow Raven	BattleMech	Cauldron-Born D	TBD	65	18401280	Tournament	Clan/Level 2	Upgrades	2950*	2950	1814	0	1814
Snow Raven	BattleMech	Cauldron-Born H	TBD	65	18421905	Tournament	Clan/Level 2	Upgrades	3060	Present	1815	0	1815
Snow Raven	BattleMech	Cauldron-Born Prime	TBD	65	18405409	Tournament	Clan/Level 2	3055/3058	2950*	2950	1769	0	1769
Snow Raven	BattleMech	Clint IIC	TBD	40	6990480	Tournament	Clan/Level 2	3060	2830	2950	1176	0	1176
Snow Raven	BattleMech	Crimson Langur A	TBD	50	13761876	Tournament	Clan/Level 2	3067	3067	Present	1710	0	1710
Snow Raven	BattleMech	Crimson Langur B	TBD	50	14987188	Tournament	Clan/Level 2	3067	3067	Present	1981	0	1981
Snow Raven	BattleMech	Crimson Langur C	TBD	50	13307188	Tournament	Clan/Level 2	3067	3067	Present	1268	0	1268
Snow Raven	BattleMech	Crimson Langur Prime	TBD	50	13986876	Tournament	Clan/Level 2	3067	3067	Present	1784	0	1784
Snow Raven	BattleMech	Grendel A	TBD	45	12362338	Tournament	Clan/Level 2	3055/3058	2950*	2950	1972	0	1972
Snow Raven	BattleMech	Grendel B	TBD	45	12052400	Tournament	Clan/Level 2	3055/3058	2950*	2950	1800	0	1800
Snow Raven	BattleMech	Grendel C	TBD	45	12457948	Tournament	Clan/Level 2	3055/3058	2950*	2950	1450	0	1450
Snow Raven	BattleMech	Grendel D	TBD	45	12360073	Tournament	Clan/Level 2	3055/3058	2950*	2950	1991	0	1991
Snow Raven	BattleMech	Grendel E	TBD	45	12507338	Tournament	Clan/Level 2	Upgrades	3060	Present	1788	0	1788
Snow Raven	BattleMech	Grendel H	TBD	45	12358712	Tournament	Clan/Level 2	Upgrades	3060	Present	1871	0	1871
Snow Raven	BattleMech	Grendel Prime	TBD	45	12445713	Tournament	Clan/Level 2	3055/3058	2950*	2950	2124	0	2124
Snow Raven	BattleMech	Grizzly	TBD	70	7080954	Tournament	Clan/Level 2	3055/3058	2950*	2950	2152	0	2152
Snow Raven	BattleMech	Horned Owl (Peregrine) 4	TBD	35	3906360	Tournament	Clan/Level 2	3055U	3067	Present	1241	0	1241
Snow Raven	BattleMech	Howler (Baboon) 2	TBD	20	2718240	Tournament	Clan/Level 2	3055U	3067	Present	634	0	634
Snow Raven	BattleMech	Howler (Baboon) 3	TBD	20	2622240	Tournament	Clan/Level 2	3055U	3067	Present	1048	0	1048
Snow Raven	BattleMech	Hunchback IIC 3	TBD	50	8680000	Tournament	Clan/Level 2	RS3058U	3067*	Present	1772	0	1772
Snow Raven	BattleMech	Kodiak	TBD	100	29927334	Tournament	Clan/Level 2	3055/3058	2950*	2950	2363	0	2363
Snow Raven	BattleMech	Kodiak 3	TBD	100	29903334	Tournament	Clan/Level 2	RS3058U	3067*	Present	2178	0	2178
Snow Raven	BattleMech	Marauder IIC 2	TBD	85	10033784	Tournament	Clan/Level 2	3067	3060	Present	2244	0	2244
Snow Raven	BattleMech	Naga A	TBD	80	26744814	Advanced	Clan/Level 2	3055/3058 	2950*	2950	1344	0	1344
Snow Raven	BattleMech	Naga B	TBD	80	26902314	Advanced	Clan/Level 2	3055/3058 	2950*	2950	1379	0	1379
Snow Raven	BattleMech	Naga C	TBD	80	26628378	Advanced	Clan/Level 2	3055/3058 	2950*	2950	1252	0	1252
Snow Raven	BattleMech	Naga D	TBD	80	26738064	Advanced	Clan/Level 2	3055/3058 	2950*	2950	1287	0	1287
Snow Raven	BattleMech	Naga Prime	TBD	80	26457939	Advanced	Clan/Level 2	3055/3058 	2950*	2950	1268	0	1268
Snow Raven	BattleMech	Phantom A	TBD	40	10550139	Tournament	Clan/Level 2	3055/3058	2950*	2950	1271	0	1271
Snow Raven	BattleMech	Phantom B	TBD	40	10055889	Tournament	Clan/Level 2	3055/3058	2950*	2950	966	0	966
Snow Raven	BattleMech	Phantom C	TBD	40	10394825	Tournament	Clan/Level 2	3055/3058	2950*	2950	1413	0	1413
Snow Raven	BattleMech	Phantom D	TBD	40	10845889	Tournament	Clan/Level 2	3055/3058	2950*	2950	1443	0	1443
Snow Raven	BattleMech	Phantom E	TBD	40	10547950	Tournament	Clan/Level 2	Upgrades	3060	Present	836	0	836
Snow Raven	BattleMech	Phantom H	TBD	40	10412325	Tournament	Clan/Level 2	Upgrades	3062	Present	967	0	967
Snow Raven	BattleMech	Phantom Prime	TBD	40	11206389	Tournament	Clan/Level 2	3055/3058	2950*	2950	1029	0	1029
Snow Raven	BattleMech	Phoenix Hawk IIC	TBD	80	21639842	Tournament	Clan/Level 2	3055/3058	2950*	2950	1996	0	1996
Snow Raven	BattleMech	Phoenix Hawk IIC 2	TBD	80	22525439	Tournament	Clan/Level 2	3067	2950*	2950	2568	0	2568
Snow Raven	BattleMech	Phoenix Hawk IIC 3	TBD	80	21398639	Tournament	Clan/Level 2	3067	3067	Present	2259	0	2259
Snow Raven	BattleMech	Phoenix Hawk IIC 4	TBD	80	22984439	Tournament	Clan/Level 2	3067	3067	Present	2157	0	2157
Snow Raven	BattleMech	Shadow Cat A	TBD	45	12039532	Tournament	Clan/Level 2	3055/3058	2950*	2950	1972	0	1972
Snow Raven	BattleMech	Shadow Cat B	TBD	45	13043657	Tournament	Clan/Level 2	3055/3058	2950*	2950	2123	0	2123
Snow Raven	BattleMech	Shadow Cat C	TBD	45	12095719	Tournament	Clan/Level 2	Upgrades	3060	Present	1817	0	1817
Snow Raven	BattleMech	Shadow Cat H	TBD	45	11883385	Tournament	Clan/Level 2	Upgrades	3060	Present	1980	0	1980
Snow Raven	BattleMech	Shadow Cat Prime	TBD	45	11785511	Tournament	Clan/Level 2	3055/3058	2950*	2950	2057	0	2057
Snow Raven	BattleMech	UrbanMech IIC	TBD	30	1830725	Tournament	Clan/Level 2	3060	2950*	2950	737	0	737
Snow Raven	Dropship	Arcadia	TBD	3000	565948800	Tournament	Clan/Level 2	RS:AT2	3066	Present	11150	0	11150
Snow Raven	Infantry	Aerie PA(L) BA Point	TBD	5	2657500	Tournament	Clan/Level 2	CE	3066	Present	25	0	25
Snow Raven	Infantry	Sylph BA Point	TBD	5	2942500	Tournament	Clan/Level 2	Warden	3060	Present	250	0	250
Snow Raven	Infantry	Sylph Upgrade BA Point	TBD	5	3055000	Tournament	Clan/Level 2	RS3058U	3067*	Present	185	0	185
Snow Raven	Protomech	Cecerops	TBD	3	639270	Tournament	Clan/Level 2	CE	3067	Present	47	0	47
Snow Raven	Protomech	Cecerops 2	TBD	3	646068	Tournament	Clan/Level 2	CE	3067	Present	70	0	70
Snow Raven	Protomech	Centaur	TBD	5	727020	Tournament	Clan/Level 2	3060	3060	Present	140	0	140
Snow Raven	Protomech	Centaur 2	TBD	5	704576	Tournament	Clan/Level 2	Upgrades	3062	Present	100	0	100
Snow Raven	Protomech	Centaur 3	TBD	5	751669	Tournament	Clan/Level 2	3067	3067	Present	198	0	198
Snow Raven	Protomech	Chrysaor	TBD	6	735958	Tournament	Clan/Level 2	CE	3067	Present	101	0	101
Snow Raven	Protomech	Chrysaor 2	TBD	6	747618	Tournament	Clan/Level 2	CE	3067	Present	111	0	111
Snow Raven	Protomech	Gorgon	TBD	8	871902	Tournament	Clan/Level 2	3060	3060	Present	213	0	213
Snow Raven	Protomech	Gorgon 3	TBD	8	882810	Tournament	Clan/Level 2	3067	3067	Present	190	0	190
Snow Raven	Protomech	Minotaur	TBD	9	946556	Tournament	Clan/Level 2	3060	3060	Present	367	0	367
Snow Raven	Protomech	Roc	TBD	7	839388	Tournament	Clan/Level 2	3060	3060	Present	284	0	284
Snow Raven	Protomech	Roc 2	TBD	7	858381	Tournament	Clan/Level 2	Upgrades	3062	Present	205	0	205
Snow Raven	Protomech	Roc 3	TBD	7	775054	Tournament	Clan/Level 2	3067	3067	Present	211	0	211
Snow Raven	Protomech	Satyr	TBD	4	662688	Tournament	Clan/Level 2	3060	3060	Present	98	0	98
Snow Raven	Protomech	Satyr 2	TBD	4	701376	Tournament	Clan/Level 2	Upgrades	3062	Present	76	0	76
Snow Raven	Vehicle	Ares Medium Tank	TBD	40	2078767	Tournament	Clan/Level 2	3060	2950*	2950	938	0	938
Snow Raven	Vehicle	Athena Combat Vehicle	TBD	75	4288375	Tournament	Clan/Level 2	3060	2950*	2950	1453	0	1453
Snow Raven	Vehicle	Enyo Strike Tank	TBD	55	9048125	Tournament	Clan/Level 2	3067	3067	Present	1182	0	1182
Snow Raven	Vehicle	Heimdall A	TBD	95	23713219	Tournament	Clan/Level 2	3067	3063	Present	1539	0	1539
Snow Raven	Vehicle	Heimdall Ground Monitor Tank	TBD	95	22367719	Tournament	Clan/Level 2	3067	3063	Present	1225	0	1225
Snow Raven	Vehicle	Ku Wheeled Assault Tank	TBD	50	1912188	Tournament	Clan/Level 2	3060	2950*	2950	831	0	831
Snow Raven	Warship	Aegis (Clan)	TBD	750000	15021811000	Advanced	Clan/Level 2	RS:AT2	2950*	2950	167790	0	167790
Snow Raven	Warship	Cameron (Clan)	TBD	860000	9949865000	Advanced	Clan/Level 2	RS:AT2	2950*	2950	134202	0	134202
Snow Raven	Warship	Carrack (Transport)	TBD	300000	3269464000	Advanced	Clan/Level 2	RS:AT2	2950	2950	53111	0	53111
Snow Raven	Warship	Congress (Clan)	TBD	760000	9633718000	Advanced	Clan/Level 2	RS:AT2	2950*	2950	98854	0	98854
Snow Raven	Warship	Conqueror	TBD	780000	12474734000	Advanced	Clan/Level 2	RS:AT2	3052	Present	153634	0	153634
Snow Raven	Warship	Essex (Clan)	TBD	620000	4683593600	Advanced	Clan/Level 2	RS:AT2	2950*	2950	62357	0	62357
Snow Raven	Warship	Fredasa	TBD	180000	6828016000	Advanced	Clan/Level 2	RS:AT2	2962	2950	39707	0	39707
Snow Raven	Warship	Lola III (Clan)	TBD	680000	4724406600	Advanced	Clan/Level 2	RS:AT2	2950*	2950	58627	0	58627
Snow Raven	Warship	McKenna (Clan)	TBD	1930000	21375229800	Advanced	Clan/Level 2	RS:AT2	2950*	2950	214414	0	214414
Snow Raven	Warship	Nightlord	TBD	1200000	15706646000	Advanced	Clan/Level 2	RS:AT2	2932	2950	192306	0	192306
Snow Raven	Warship	Potemkin (Clan)	TBD	1510000	65568628000	Advanced	Clan/Level 2	RS:AT2	2950*	2950	96567	0	96567
Snow Raven	Warship	Sovetskii Soyuz (Clan)	TBD	830000	16823497200	Advanced	Clan/Level 2	RS:AT2	2950*	2950	80293	0	80293
Snow Raven	Warship	Texas (Clan)	TBD	1560000	20275799200	Advanced	Clan/Level 2	RS:AT2	2950*	2950	135020	0	135020
Snow Raven	Warship	Vincent Mk 42	TBD	420000	4445458000	Advanced	Clan/Level 2	RS:AT2	2950*	2950	21271	0	21271
Snow Raven	Warship	Volga (Clan)	TBD	780000	14690119200	Advanced	Clan/Level 2	RS:AT2	2950*	2950	58630	0	58630
Snow Raven	Warship	Whirlwind (Clan)	TBD	520000	4966356000	Advanced	Clan/Level 2	RS:AT2	2950*	2950	67124	0	67124
Snow Raven	Warship	York	TBD	600000	9822624000	Advanced	Clan/Level 2	RS:AT2	2947	2950	61526	0	61526
Star Adder	Aerospace Fighter	Ammon	TBD	65	4110901	Tournament	Clan/Level 2	RS:AT2	3064	Present	2138	0	2138
Star Adder	Aerospace Fighter	Batu A	TBD	40	7354000	Tournament	Clan/Level 2	RS:AT2	2950*	2950	1664	0	1664
Star Adder	Aerospace Fighter	Batu B	TBD	40	6814000	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2240	0	2240
Star Adder	Aerospace Fighter	Batu C	TBD	40	7001500	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2028	0	2028
Star Adder	Aerospace Fighter	Batu Prime	TBD	40	6862000	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2215	0	2215
Star Adder	Aerospace Fighter	Issus 2	TBD	40	2993340	Tournament	Clan/Level 2	RS:AT2	3060	Present	1418	0	1418
Star Adder	Aerospace Fighter	Scytha A	TBD	90	21510206	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2892	0	2892
Star Adder	Aerospace Fighter	Scytha B	TBD	90	20234206	Tournament	Clan/Level 2	RS:AT2	2950*	2950	3113	0	3113
Star Adder	Aerospace Fighter	Scytha C	TBD	90	20676909	Tournament	Clan/Level 2	RS:AT2	2950*	2950	3379	0	3379
Star Adder	Aerospace Fighter	Scytha Prime	TBD	90	21249659	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2859	0	2859
Star Adder	Aerospace Fighter	Xerxes	TBD	85	6549466	Tournament	Clan/Level 2	RS:AT2	2950*	2950	1789	0	1789
Star Adder	Aerospace Fighter	Xerxes  2	TBD	85	6036466	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2341	0	2341
Star Adder	BattleMech	Blood Asp A	TBD	90	29561625	Tournament	Clan/Level 2	3060	3060	Present	2901	0	2901
Star Adder	BattleMech	Blood Asp B	TBD	90	30164875	Tournament	Clan/Level 2	3060	3060	Present	2662	0	2662
Star Adder	BattleMech	Blood Asp C	TBD	90	29857313	Tournament	Clan/Level 2	3060	3060	Present	1969	0	1969
Star Adder	BattleMech	Blood Asp D	TBD	90	29309875	Tournament	Clan/Level 2	3060	3060	Present	1977	0	1977
Star Adder	BattleMech	Blood Asp E	TBD	90	29641450	Tournament	Clan/Level 2	Upgrades	3060	Present	3042	0	3042
Star Adder	BattleMech	Blood Asp Prime	TBD	90	29416750	Tournament	Clan/Level 2	3060	3060	Present	2295	0	2295
Star Adder	BattleMech	Blood Kite	TBD	85	9691225	Tournament	Clan/Level 2	Crusader	2950*	2950	2484	0	2484
Star Adder	BattleMech	Blood Kite 2	TBD	85	10216625	Tournament	Clan/Level 2	3067	3067	Present	2901	0	2901
Star Adder	BattleMech	Burrock	TBD	75	19075000	Tournament	Clan/Level 2	3067	3067	Present	1747	0	1747
Star Adder	BattleMech	Cauldron-Born A	TBD	65	18614753	Tournament	Clan/Level 2	3055/3058	2950*	2950	1860	0	1860
Star Adder	BattleMech	Cauldron-Born B	TBD	65	18756034	Tournament	Clan/Level 2	3055/3058	2950*	2950	2048	0	2048
Star Adder	BattleMech	Cauldron-Born C	TBD	65	18013534	Tournament	Clan/Level 2	3055/3058	2950*	2950	1666	0	1666
Star Adder	BattleMech	Cauldron-Born D	TBD	65	18401280	Tournament	Clan/Level 2	Upgrades	2950*	2950	1814	0	1814
Star Adder	BattleMech	Cauldron-Born H	TBD	65	18421905	Tournament	Clan/Level 2	Upgrades	3060	Present	1815	0	1815
Star Adder	BattleMech	Cauldron-Born Prime	TBD	65	18405409	Tournament	Clan/Level 2	3055/3058	2950*	2950	1769	0	1769
Star Adder	BattleMech	Crimson Langur A	TBD	50	13761876	Tournament	Clan/Level 2	3067	3067	Present	1710	0	1710
Star Adder	BattleMech	Crimson Langur B	TBD	50	14987188	Tournament	Clan/Level 2	3067	3067	Present	1981	0	1981
Star Adder	BattleMech	Crimson Langur C	TBD	50	13307188	Tournament	Clan/Level 2	3067	3067	Present	1268	0	1268
Star Adder	BattleMech	Crimson Langur Prime	TBD	50	13986876	Tournament	Clan/Level 2	3067	3067	Present	1784	0	1784
Star Adder	BattleMech	Glass Spider (Galahad) 2	TBD	60	5318400	Tournament	Clan/Level 2	3055/3058	2950*	2950	1755	0	1755
Star Adder	BattleMech	Glass Spider (Galahad) 3	TBD	60	6185600	Tournament	Clan/Level 2	3055U	3067	Present	1864	0	1864
Star Adder	BattleMech	Grendel A	TBD	45	12362338	Tournament	Clan/Level 2	3055/3058	2950*	2950	1972	0	1972
Star Adder	BattleMech	Grendel B	TBD	45	12052400	Tournament	Clan/Level 2	3055/3058	2950*	2950	1800	0	1800
Star Adder	BattleMech	Grendel C	TBD	45	12457948	Tournament	Clan/Level 2	3055/3058	2950*	2950	1450	0	1450
Star Adder	BattleMech	Grendel D	TBD	45	12360073	Tournament	Clan/Level 2	3055/3058	2950*	2950	1991	0	1991
Star Adder	BattleMech	Grendel E	TBD	45	12507338	Tournament	Clan/Level 2	Upgrades	3060	Present	1788	0	1788
Star Adder	BattleMech	Grendel H	TBD	45	12358712	Tournament	Clan/Level 2	Upgrades	3060	Present	1871	0	1871
Star Adder	BattleMech	Grendel Prime	TBD	45	12445713	Tournament	Clan/Level 2	3055/3058	2950*	2950	2124	0	2124
Star Adder	BattleMech	Griffin IIC 3	TBD	40	4488960	Tournament	Clan/Level 2	3067	3060*	Present	1317	0	1317
Star Adder	BattleMech	Griffin IIC 4	TBD	40	4458510	Tournament	Clan/Level 2	3067	3060*	Present	1407	0	1407
Star Adder	BattleMech	Grizzly	TBD	70	7080954	Tournament	Clan/Level 2	3055/3058	2950*	2950	2152	0	2152
Star Adder	BattleMech	Hellfire	TBD	60	6824960	Tournament	Clan/Level 2	Crusader	3058	Present	1495	0	1495
Star Adder	BattleMech	Hellfire 2	TBD	60	13508560	Tournament	Clan/Level 2	3067	3059	Present	1793	0	1793
